PERCENT_WAITING_OVER_THIRTY_MINUTES,CND_POLL_UUID,NAME,STATE,COUNTY_NAME,SLATED_FOR_CLOSURE_IN_GA
42.0601,fa52e869fac7c06a862b5d2731130991,MIDWAY PARK COMMUNITY BUILDING,GA,FORSYTH,False
70.50609999999998,281635ed20dafd6e623ace2281d9647c,UGA STEGEMAN COLISEUM,GA,CLARKE,True
8.6957,e55c43b10b2336cae7c158898e35bf38,MARY ANN ODUM ANNEX,GA,LONG,False
50.7299,3dae273f481fc068f11ac54bdad3e1f7,ELECTION OFFICE,GA,FANNIN,False
32.5,27768aedbcdb37510e4f3838f1fda922,BOARD OF ELECTIONS & REGISTRATION,GA,TOWNS,False
9.8592,8ac9e0c1f1777568569c66b8e637befe,SHIRLEY B WINSTON RECREATION CENTER,GA,MUSCOGEE,False
39.521,e130a6c11fb87a0ceb5fae1bdd96ed4d,BELL AUDITORIUM,GA,RICHMOND,False
50.0,405dd1e9768abc9a9784166a9fe8f196,MONTGOMERY COUNTY COURTHOUSE,GA,MONTGOMERY,False
49.1228,621fbcb2f9bb784c3fef1053aa40bb30,1276-DEER LICK PARK REC. CTR.,GA,DOUGLAS,False
46.4183,1bca32a24a6d64919ac1a8e536848bbe,VOTER REGISTRATION OFFICE,GA,GILMER,False
56.3107,54f60a4a846bd463982af6b82f68cd9a,AA - GEORGIA INSTITIUTE OF TECHNOLOGY   MCCAMISH PAVILLION,GA,FULTON,False
22.6415,1a33cf32799fb7ca35e8cfcfbb09d6b0,VOTER REGISTRAR OFFICE,GA,TAYLOR,False
41.0745,3497140349d178776847d381462430e8,CIVIC CENTER,GA,CHATHAM,False
54.9242,e2d4a78ef0c36c4c18784fc382da9d25,LUCKY SHOALS PARK GYM,GA,GWINNETT,False
20.3857,9bf334d4e7ffe3436a88c3fb36e609f0,GEORGIA NORTHWESTERN TECHNICAL COLLEGE,GA,WALKER,False
57.8313,09e1a3431f5dbff9cb7174e834aa8674,PEACHTREE CITY LIBRARY,GA,FAYETTE,False
46.1993,0a5c2c6151125426bd510998cca0cbf8,AV-MEMORIAL 2,GA,DEKALB,False
43.7209,e604f062ed63cd00bb281066bbc724ea,AA - C.T MARTIN NATATORIUM AND RECREATION CENTER,GA,FULTON,False
8.4337,d96e7b15d8b85c1b24c3525f2d02cab8,CUMMING RECREATION & PARKS MULTI-PURPOSE ROOM,GA,FORSYTH,True
26.1682,80d6dfa5e00ffe30e684aa2798f43ac3,THE BINDERY @ OAKLAND LIBRARY,GA,LEE,True
29.5844,fb1a61fb205bfc1a3838b17b3d28cb85,COLUMBUS HEALTH DEPARTMENT,GA,MUSCOGEE,True
34.6535,db7801193223ca7070378b124778e2ca,RICHMOND HILL RECREATION COMPX,GA,BRYAN,False
33.3333,f3745a365446f6d1d00ca4d8dfa943b4,RUBY FULBRIGHT AQUATIC CENTER,GA,HABERSHAM,False
15.3846,121c7d748e13f3964e3d75ac095be7fe,AV-HOUSE OF HOPE ATLANTA,GA,DEKALB,False
15.7895,7e190593ba32a69c91f304077f8537eb,MERIDIAN PARK,GA,WALTON,False
4.0,26e1cbebb80fb39b929a11cf51ca5554,BOARD OF ELECTIONS,GA,JEFFERSON,False
56.9912,238d572bfc2f6707484fab275503264a,MERLE MANDERS CONFERENCE CENTER,GA,HENRY,False
24.7191,01555bd71394e873a5e58c5ee57aeb25,ACC COORPERATIVE EXTENSION OFFICE,GA,CLARKE,False
19.8238,6bb88c00670e8f1918178f40385b7a6a,FAYETTE COUNTY PUBLIC LIBRARY,GA,FAYETTE,True
56.6176,cbffa634232170900d56549f2beb163b,LAURENS COUNTY BOARD OF REGISTRARS OFFICE BUILDING,GA,LAURENS,False
29.6296,a547fc46ead7bd9ad069062feda78c2d,FAYETTE COUNTY ELECTIONS OFFICE,GA,FAYETTE,False
19.7802,3563b4a7e9e802cc826b1e4153ef2dba,MULBERRY CREEK COMMUNITY CENTER,GA,HALL,True
17.5896,054df40519853b0cdeb4e57e93127c60,CIVIC CENTER ICE RINK,GA,MUSCOGEE,True
25.7669,f47661473d840176eb6254d29e991f34,ADVANCE VOTING,GA,MITCHELL,False
24.8408,eb7a7dd8d6fc8edac685f7a889ac01f8,COURTHOUSE ANNEX,GA,PIERCE,False
0.0,5483ad442e9a2d565ba6d92f08d6d1fc,WILCOX BOARD OF ELECTIONS & REGISTRATION,GA,WILCOX,False
79.5031,62c498fb814648c73d3ef105d75f96a7,ROSE CREEK PUBLIC LIBRARY,GA,CHEROKEE,True
28.3737,ca079d5f8bd2b8f1ce7d5f43f9aa7c32,POWELL PARK ART CENTER,GA,CARROLL,False
16.467100000000002,47535aa50a8a30fff07e4625b77fd47b,PARKS & REC NATURAL RESOURCES OPERATIONS CENTER,GA,FORSYTH,False
30.137,d128b18bca4544a5e198b47f96c2419c,DODGE COUNTY REGISTRARS OFFICE,GA,DODGE,False
36.5239,053c081ddd03f14ef0d1aac55da33bd4,SHARON FORKS LIBRARY,GA,FORSYTH,True
30.303,246a87589f46a358b2f5a6bbf2c09ea0,GRADY COUNTY BOARD OF REGISTRARS,GA,GRADY,False
36.629,8a2868fbdcceb63678e2a9393ab12e7b,WHITFIELD COUNTY COURTHOUSE,GA,WHITFIELD,False
32.2344,6a1f1c3cf001717b11def101fbcdb151,COUNTY ADMINISTRATION BUILDING,GA,CARROLL,False
53.9906,c93fd581035ad3a7e0e41354040fcb30,TYRONE TOWN HALL,GA,FAYETTE,False
55.2632,37d5671c273f13473c2588b75ff89efe,AA - SOUTHWEST ARTS CENTER,GA,FULTON,False
46.2209,a3d5914c5cea8a39af143082bb08499a,BOARD OF ELECTIONS OFFICE PARK BLDG,GA,GLYNN,False
42.4242,baed1fbcb5bb6370061f73bc146f3d59,VR OFFICE,GA,BLECKLEY,False
25.4237,738d5ad671eb03499c8be1a91318d331,AMERICAN LEGION BUILDING,GA,TURNER,False
19.1489,5b7367603edd959b8a90c8c0ed3b9ca2,YOUTH CENTER,GA,HANCOCK,False
15.3846,28ba99963f93e9b32a7ebe1a8e88ef8f,LENORA PARK GYM,GA,GWINNETT,False
37.0455,65abef965896617251dd3eca7bc187ba,REGISTRATION OFFICE,GA,BARTOW,False
33.7017,8a2556bd3fc2a89243a2cd38c7cdbc2d,EAST HALL COMMUNITY BUILDING,GA,HALL,False
54.2773,bc7539b5ee71e19cb40f9711da97c829,GARDEN LKS BAPTIST/FELLOW HALL,GA,FLOYD,True
21.9512,7ddf1520a09d699253d270fbe87183ea,COMMUNITY SERVICE BLDG.,GA,PULASKI,False
41.6667,dff04e55885ce7f54e8381b6c7a22052,COURTHOUSE,GA,ECHOLS,False
20.8556,95a49f17ae1581b8ce9ee7237159a7c9,ELECTION OFFICE ADMIN BLDG,GA,BUTTS,False
21.7949,b2c6bce3c8b650611a79b70a37821641,SEMINOLE COUNTY COURTHOUSE,GA,SEMINOLE,False
9.5238,b736a229a96badb83184921e2bac640d,EARLY/ ADVANCE,GA,BEN HILL,False
21.4286,9390e38b0a3fdb62406e51f46b78d20a,REGISTRAR'S OFFICE,GA,EARLY,False
30.0,ed528545d387784161b134892877bc47,OLD COLLINS GYM,GA,TATTNALL,False
25.7353,83a5f463148fd12936c2627c8da5640e,ALLATOONA RESOURCE CENTER,GA,BARTOW,True
60.0,cbf85a1f0f30ffc9ce42a3dc5ec1ace2,RINGGOLD PRECINCT,GA,CATOOSA,False
62.7232,f18e5ab5db52ae352bfc201cedf86f4a,8 NORTHWEST- W. COBB REGIONAL LIBRARY,GA,COBB,True
8.4746,a5a65d23891daf1f5db32996d66b38be,PRECINCT ON MAIN (OLD THS GYM),GA,MCDUFFIE,False
16.111099999999997,5bec18265a0ee4b56dc7f8275fff93e4,COOK COUNTY ADMINISTRATION BUILDING,GA,COOK,False
91.7526,50c5993082ca6adc84c7030f09e6463a,1270-ATLANTA WEST PENTECOSTAL CHURCH,GA,DOUGLAS,True
11.5385,4d7d4f2598f299c50d0312154eadee5f,OLD GYM,GA,TIFT,False
26.8293,a8f5b82e8aba79c3416e5c5a24ed59e8,ELECTIONS AND VOTER REGISTRATION OFFICE,GA,LUMPKIN,False
28.125,9d50a15fc63ed3f692599e3b3b145766,WALTHOURVILLE (GRACE BAPTIST CHURCH SOCIAL HALL),GA,LIBERTY,False
15.189900000000002,f316ac4c7ae42a60cbf950b030184617,BARROW COUNTY ELECTIONS OFFICE,GA,BARROW,False
70.3704,ec9187997d31621fdc80b7bcfed55640,ELECTIONS OFFICE,GA,CHARLTON,False
84.5015,3924232824915ab482bfbb2cb270ecf2,3 NORTHEAST - THE ART PLACE,GA,COBB,True
40.5,3fb513ceb24499f416cac81bf490e6aa,PUTNAM COUNTY ADMINISTRATION BUILDING,GA,PUTNAM,False
20.0,4db9789d7ce45161a638ffd6c52679a8,ADVANCE VOTING,GA,JOHNSON,False
0.0,6c16711bbe3fd0e810e7088288ace90a,COURTHOUSE,GA,TALIAFERRO,False
17.1875,d3ce17726f6b3ded3540afdcb420cd08,BALLARD,GA,GLYNN,False
77.7108,d0aa81f5b083bbfb1873e0ce9403cde1,AV-BEREAN: KERWIN B. LEE FAMILY LIFE CENTER,GA,DEKALB,False
35.806999999999995,6f443ad4abed1dbdd33bac30a16c4412,GORDON STREET CENTER,GA,JACKSON,False
9.5238,5c385959d9412a60735b4747d792d5e9,MANNING MILL PARK FACILITY,GA,BARTOW,True
18.1818,6e1020d9158efcd24c614e41923e54e4,COMMUNITY CENTER,GA,WHEELER,False
42.5339,6de7dd9039454d9f9cc393b5c4716029,WAYNE COUNTY COURT HOUSE,GA,WAYNE,False
66.4,dc071bc316cb1aa618dc37e61bc1cfa3,AA - ROSWELL BRANCH LIBRARY,GA,FULTON,False
78.6243,35dff0f1c9b420069bdda0d95b848d16,CHEROKEE COUNTY BOARD OF ELECTIONS,GA,CHEROKEE,False
59.9432,02bddab2e52c565ff262d59d126ab3f3,HARALSON COUNTY COURTHOUSE,GA,HARALSON,False
45.6671,45fff78722f6160bff1e306807be8552,GSU,GA,BULLOCH,True
19.2308,b3ea388711720a86c7aeb1d6e5092080,CHARLES M SHUMAN REC. CENTER,GA,LIBERTY,True
67.2783,1bc6a448b9eb690d24f3411cd4c2a402,BURNT HICKORY PARK,GA,PAULDING,True
12.7148,f63a4510b481bd5c553bfa22694e50c0,SCHLEY COUNTY COURT HOUSE ANNEX,GA,SCHLEY,False
21.0884,4e6e0997e1a5694c6b6389eb62fcca10,ELECTIONS & REGISTRATION OFFICE,GA,BANKS,False
35.3846,4dec68817184e2155cedac41cf25637d,AA - NORTHSIDE BRANCH LIBRARY,GA,FULTON,False
100.0,ddecbca97d5432b77f604171fb36489f,AA - QUALITY LIVING SERVICES SENIOR FACILITY,GA,FULTON,False
